0,0,5,6,0,0,0,2,0,0,5
0,0,29,48,52,1,0,7,0,0,5
0,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,0,2,0,0,2
63,162,18,50,13,0,0,10,2,0,1
1,12,10,42,13,7,0,7,0,5,1
70,20,20,98,19,3,4,14,1,2,3
9,37,10,43,7,2,0,12,6,1,2
0,0,2,0,0,0,0,4,1,0,4
12,92,38,85,12,7,3,15,0,1,2
61,68,29,39,0,0,1,5,0,0,1
0,0,0,1,0,0,0,0,4,0,0
2,32,41,87,20,2,3,5,0,1,5
18,57,46,29,5,0,0,6,0,3,2
0,22,29,19,3,0,0,7,2,0,1
16,78,46,37,9,0,0,12,0,0,1
5,73,35,21,5,0,0,13,3,1,1
0,0,5,24,55,0,1,3,0,1,3
53,79,13,20,4,7,1,10,2,2,9
56,66,24,38,43,8,6,2,1,6,6
21,88,24,71,12,0,1,7,2,0,11
0,0,0,0,0,0,0,0,0,0,0
0,0,2,10,26,0,0,0,0,0,2
0,0,6,14,37,0,1,1,0,0,9
0,68,19,75,8,5,1,16,0,3,6
0,0,2,12,32,1,0,0,1,0,7
2,21,28,49,71,6,0,8,0,2,2
26,53,16,147,11,1,0,18,6,2,2
1,39,13,53,15,2,3,11,2,5,7
16,59,44,31,7,0,0,9,0,0,0
21,120,43,105,9,3,1,9,0,2,8
14,124,43,30,5,0,0,3,0,1,5
0,0,0,22,41,4,4,9,1,3,1
0,0,1,0,0,0,0,1,1,0,0
51,47,26,57,11,3,3,6,0,4,4
0,37,21,42,9,1,6,15,0,2,0
36,171,49,53,2,1,0,11,0,5,3
0,0,4,20,29,0,2,1,0,0,0
5,69,21,96,15,4,0,19,1,3,2
0,0,0,0,0,0,0,0,1,0,0
6,1,19,8,1,0,0,3,0,0,0
0,32,14,131,35,13,1,4,0,2,3
91,21,51,72,8,0,0,17,0,3,0
0,38,1,17,3,0,0,3,0,0,0
0,1,13,2,0,0,0,6,0,0,1
0,15,4,9,0,0,1,15,0,1,13
0,0,5,25,39,0,4,4,0,1,0
0,73,34,51,3,2,2,9,1,4,1
0,25,7,40,12,0,2,10,0,5,1
1,58,35,37,8,1,1,14,1,0,0
0,0,3,3,0,1,1,4,4,1,10
5,16,40,34,16,1,3,5,1,1,1
12,5,5,11,10,4,2,7,0,5,2
19,90,46,29,2,0,0,9,0,1,0
1,55,25,41,7,3,1,7,1,2,16
0,2,5,25,115,10,0,3,1,1,7
8,71,16,45,7,0,1,12,0,2,2
0,17,24,7,1,0,0,12,5,0,1
3,63,6,17,5,2,0,9,1,2,4
4,67,12,21,4,6,2,9,1,5,9
59,137,13,48,16,2,0,24,0,3,7
0,0,0,15,74,2,1,4,1,0,3
58,110,24,38,2,0,0,7,7,3,14
16,30,44,90,33,1,1,20,0,5,5
24,101,41,21,11,0,0,8,1,2,1
0,0,0,0,0,0,0,1,0,0,0
0,1,4,9,5,0,0,1,0,0,30
7,18,39,41,31,9,0,12,1,1,0
0,11,6,11,0,0,0,5,1,0,2
10,115,60,83,4,0,4,6,1,0,1
32,127,11,29,34,2,0,21,8,2,8
0,0,1,35,104,6,0,5,0,2,4
0,0,2,1,0,0,2,0,0,0,0
22,44,37,51,5,1,0,8,1,1,3
2,7,18,17,28,0,2,6,6,3,1
10,90,14,138,20,8,0,17,0,5,20
0,3,17,41,102,15,0,4,1,6,0
98,15,24,65,15,0,0,19,0,0,1
26,43,22,21,0,0,0,1,0,0,0
0,0,1,1,2,0,3,9,2,0,1
23,46,41,38,27,0,2,9,1,1,0
0,0,2,14,90,20,2,3,1,0,2
4,46,6,11,2,0,0,9,0,2,7
15,6,25,5,4,0,3,1,0,4,0
45,223,24,34,1,0,0,25,2,5,24
0,0,0,0,0,0,0,1,0,0,0
53,83,21,128,14,2,1,16,2,2,1
15,99,38,36,9,0,0,8,0,0,1
0,0,2,31,42,1,5,8,5,1,3
32,47,20,40,50,10,8,5,8,9,15
3,30,20,37,13,0,3,14,0,2,0
0,32,9,11,2,0,0,6,1,0,0
23,144,53,77,11,0,1,13,0,0,0
58,200,2,61,3,0,0,34,1,2,17
0,78,4,18,16,0,1,8,0,1,1
39,52,44,62,40,0,0,17,0,0,3
8,34,33,61,11,0,0,19,1,2,1
0,126,27,56,3,4,1,4,1,0,2
26,130,10,57,6,5,2,12,1,7,32
11,65,32,9,1,0,0,13,0,1,0
0,0,0,0,0,0,0,10,1,0,1
0,54,10,58,9,1,4,12,4,1,5
5,7,10,198,33,38,1,13,1,4,5
0,2,10,41,93,15,1,1,1,6,8
0,17,4,133,30,21,3,13,10,13,6
0,1,1,22,66,1,0,7,1,6,5
14,95,34,66,18,18,2,7,1,3,1
3,78,30,61,6,0,6,12,1,2,0
1,22,5,18,13,6,6,14,2,12,15
0,8,12,20,5,5,1,3,3,6,1
0,1,9,2,0,0,0,4,0,2,0
0,0,0,0,0,0,2,1,3,0,1
6,76,13,45,6,0,0,7,0,3,3
0,13,4,39,34,9,11,6,0,3,4
0,46,6,24,1,0,0,2,0,0,6
23,9,37,13,3,0,8,2,8,1,2
0,2,7,27,6,1,5,5,1,1,0
0,12,24,14,5,0,0,6,2,0,8
21,79,6,46,18,1,3,20,1,11,12
0,0,0,0,0,0,2,1,3,0,0
0,92,7,32,10,1,0,7,0,3,5
2,71,8,34,7,16,0,16,1,11,25
6,49,26,13,2,0,0,2,1,0,3
1,2,8,4,1,0,5,6,2,4,1
0,15,9,12,4,0,5,7,8,7,1
0,28,9,19,4,1,1,4,0,7,8
4,51,8,23,27,3,1,6,1,0,1
0,0,0,2,0,0,0,2,1,0,1
2,6,10,35,10,4,0,9,0,0,0
0,7,17,11,7,0,0,11,3,0,4
0,9,15,43,81,7,0,8,0,1,14
5,28,52,168,59,33,5,10,1,7,4
32,81,21,17,6,1,3,12,2,6,7
18,82,27,37,2,0,0,9,2,0,0
28,10,19,49,40,0,0,16,1,2,3
92,153,21,146,16,0,1,9,0,2,1
0,8,9,10,8,9,6,13,15,10,23
27,49,54,77,1,0,4,15,0,0,1
0,0,0,1,0,0,1,0,0,0,0
0,11,7,23,3,4,0,5,1,4,11
35,93,28,16,1,0,0,5,0,0,1
0,0,2,16,1,0,0,4,2,0,2
52,226,14,50,4,1,0,19,4,0,3
24,72,39,22,12,0,1,8,3,0,6
7,19,3,19,6,0,0,17,1,3,2
8,14,18,13,5,0,0,29,0,0,1
0,0,0,10,73,0,3,7,0,0,0
0,0,8,3,5,0,1,1,0,0,1
12,89,21,95,33,2,0,10,2,7,0
0,0,3,16,2,0,0,2,0,0,0
0,0,4,10,6,0,0,10,0,1,1
0,35,7,25,21,0,4,2,0,1,0
17,81,23,15,2,1,1,15,2,3,3
5,64,14,56,4,0,0,7,0,0,0
80,40,68,76,11,0,0,8,0,3,2
0,3,12,3,0,0,0,5,0,1,1
80,191,38,24,0,0,0,16,2,1,3
0,4,2,2,18,4,18,8,1,17,16
15,105,18,61,7,1,0,20,4,4,12
69,47,58,45,17,0,0,11,0,0,0
22,123,32,27,6,0,0,10,0,0,1
7,10,43,67,40,5,0,16,0,2,4
30,76,27,34,4,0,0,10,1,1,9
1,7,1,20,4,1,0,9,5,0,2
0,7,3,5,1,0,1,3,0,0,0
3,123,17,148,3,2,1,16,2,1,17
31,92,35,41,7,0,0,8,3,0,1
26,90,29,32,2,0,1,5,1,0,2
41,16,17,44,6,0,0,16,1,1,0
0,38,60,13,9,0,0,22,0,2,4
0,46,13,48,32,19,12,10,0,19,4
8,18,6,11,1,0,0,3,1,0,2
0,13,10,15,8,1,1,4,2,3,0
